"","REF_AREA","Reference.area","ACTIVITY","TIME_PERIOD","OBS_VALUE","OBS_STATUS","Observation.status","CURRENCY","Currency","percent_change"
"1","ALB","Albania","_T",1996,312817.275,"A","Normal value","ALL","Lek",NA
"2","ALB","Albania","_T",1997,304714.179,"A","Normal value","ALL","Lek",-2.5903607785088
"3","ALB","Albania","_T",1998,339154.282,"A","Normal value","ALL","Lek",11.3024287589847
"4","ALB","Albania","_T",1999,396081.873,"A","Normal value","ALL","Lek",16.7851606249217
"5","ALB","Albania","_T",2000,442126.723,"A","Normal value","ALL","Lek",11.6250838876436
"6","ALB","Albania","_T",2001,503693.04,"A","Normal value","ALL","Lek",13.9250386364906
"7","ALB","Albania","_T",2002,542777.55,"A","Normal value","ALL","Lek",7.75958905447653
"8","ALB","Albania","_T",2003,596038.225,"A","Normal value","ALL","Lek",9.81261568390217
"9","ALB","Albania","_T",2004,647538.548,"A","Normal value","ALL","Lek",8.64043962952208
"10","ALB","Albania","_T",2005,703494.244,"A","Normal value","ALL","Lek",8.64129188491185
"11","ALB","Albania","_T",2006,755264.834,"A","Normal value","ALL","Lek",7.35906376513296
"12","ALB","Albania","_T",2007,841299.32,"A","Normal value","ALL","Lek",11.391300392519
"13","ALB","Albania","_T",2008,936917.346,"A","Normal value","ALL","Lek",11.3655180417833
"14","ALB","Albania","_T",2009,989796.273,"A","Normal value","ALL","Lek",5.64392656681586
"15","ALB","Albania","_T",2010,1077484.546,"A","Normal value","ALL","Lek",8.85922440728366
"16","ALB","Albania","_T",2011,1131120.799,"A","Normal value","ALL","Lek",4.97791390132848
"17","ALB","Albania","_T",2012,1154746.558,"A","Normal value","ALL","Lek",2.08870343652834
"18","ALB","Albania","_T",2013,1177698.413,"A","Normal value","ALL","Lek",1.98760973488002
"19","ALB","Albania","_T",2014,1217843.175,"A","Normal value","ALL","Lek",3.40874722737697
"20","ALB","Albania","_T",2015,1259726.07,"A","Normal value","ALL","Lek",3.43910413588351
"21","ALB","Albania","_T",2016,1291203.203,"A","Normal value","ALL","Lek",2.49872839418175
"22","ALB","Albania","_T",2017,1355126.08,"P","Provisional value","ALL","Lek",4.95064424030863
"23","AUS","Australia","_T",1989,374400,"A","Normal value","AUD","Australian dollar",NA
"24","AUS","Australia","_T",1990,382599,"A","Normal value","AUD","Australian dollar",2.18990384615385
"25","AUS","Australia","_T",1991,388821,"A","Normal value","AUD","Australian dollar",1.62624575600041
"26","AUS","Australia","_T",1992,411769,"A","Normal value","AUD","Australian dollar",5.90194459661387
"27","AUS","Australia","_T",1993,432543,"A","Normal value","AUD","Australian dollar",5.04506167292827
"28","AUS","Australia","_T",1994,455585,"A","Normal value","AUD","Australian dollar",5.32710042700957
"29","AUS","Australia","_T",1995,485832,"A","Normal value","AUD","Australian dollar",6.63915624965703
"30","AUS","Australia","_T",1996,511524,"A","Normal value","AUD","Australian dollar",5.28824778935928
"31","AUS","Australia","_T",1997,542229,"A","Normal value","AUD","Australian dollar",6.00265090201046
"32","AUS","Australia","_T",1998,572052,"A","Normal value","AUD","Australian dollar",5.5000746916893
"33","AUS","Australia","_T",1999,609853,"A","Normal value","AUD","Australian dollar",6.60796570941103
"34","AUS","Australia","_T",2000,645828,"A","Normal value","AUD","Australian dollar",5.89896253687364
"35","AUS","Australia","_T",2001,692223,"A","Normal value","AUD","Australian dollar",7.18380125977815
"36","AUS","Australia","_T",2002,732435,"A","Normal value","AUD","Australian dollar",5.80911064786926
"37","AUS","Australia","_T",2003,788421,"A","Normal value","AUD","Australian dollar",7.64381822277745
"38","AUS","Australia","_T",2004,849891,"A","Normal value","AUD","Australian dollar",7.79659598108117
"39","AUS","Australia","_T",2005,919824,"A","Normal value","AUD","Australian dollar",8.22846694458466
"40","AUS","Australia","_T",2006,1003629,"A","Normal value","AUD","Australian dollar",9.11098210092366
"41","AUS","Australia","_T",2007,1089586,"A","Normal value","AUD","Australian dollar",8.5646189976575
"42","AUS","Australia","_T",2008,1177789,"A","Normal value","AUD","Australian dollar",8.09509299862517
"43","AUS","Australia","_T",2009,1213418,"A","Normal value","AUD","Australian dollar",3.02507494975755
"44","AUS","Australia","_T",2010,1324652,"A","Normal value","AUD","Australian dollar",9.166997687524
"45","AUS","Australia","_T",2011,1406934,"A","Normal value","AUD","Australian dollar",6.21159368649275
"46","AUS","Australia","_T",2012,1439811,"A","Normal value","AUD","Australian dollar",2.3367833885598
"47","AUS","Australia","_T",2013,1494119,"A","Normal value","AUD","Australian dollar",3.77188394865715
"48","AUS","Australia","_T",2014,1514482,"A","Normal value","AUD","Australian dollar",1.36287671865494
"49","AUS","Australia","_T",2015,1540448,"A","Normal value","AUD","Australian dollar",1.71451360927367
"50","AUS","Australia","_T",2016,1637630,"A","Normal value","AUD","Australian dollar",6.30868422692619
"51","AUS","Australia","_T",2017,1718288,"A","Normal value","AUD","Australian dollar",4.92528837405275
"52","AUS","Australia","_T",2018,1821534,"A","Normal value","AUD","Australian dollar",6.008655126498
"53","AUS","Australia","_T",2019,1858747,"A","Normal value","AUD","Australian dollar",2.04294841600541
"54","AUS","Australia","_T",2020,1951756,"A","Normal value","AUD","Australian dollar",5.00385474731096
"55","AUS","Australia","_T",2021,2180676,"A","Normal value","AUD","Australian dollar",11.7289251320349
"56","AUS","Australia","_T",2022,2406811,"A","Normal value","AUD","Australian dollar",10.3699495018976
"57","AUT","Austria","_T",1995,158820.63,"A","Normal value","EUR","Euro",NA
"58","AUT","Austria","_T",1996,163219.61,"A","Normal value","EUR","Euro",2.76977871199729
"59","AUT","Austria","_T",1997,168102.79,"A","Normal value","EUR","Euro",2.99178511699668
"60","AUT","Austria","_T",1998,175075.99,"A","Normal value","EUR","Euro",4.14817624383271
"61","AUT","Austria","_T",1999,181186.53,"A","Normal value","EUR","Euro",3.49022158892262
"62","AUT","Austria","_T",2000,190624.81,"A","Normal value","EUR","Euro",5.20915103346811
"63","AUT","Austria","_T",2001,197076.6,"A","Normal value","EUR","Euro",3.38454894722256
"64","AUT","Austria","_T",2002,202353.36,"A","Normal value","EUR","Euro",2.67751726993462
"65","AUT","Austria","_T",2003,207247.67,"A","Normal value","EUR","Euro",2.41869470316679
"66","AUT","Austria","_T",2004,216098.33,"A","Normal value","EUR","Euro",4.27057153404908
"67","AUT","Austria","_T",2005,225888.12,"A","Normal value","EUR","Euro",4.53024787373415
"68","AUT","Austria","_T",2006,239076.01,"A","Normal value","EUR","Euro",5.83823974452486
"69","AUT","Austria","_T",2007,253604.66,"A","Normal value","EUR","Euro",6.07700036486304
"70","AUT","Austria","_T",2008,262414.78,"A","Normal value","EUR","Euro",3.4739582466663
"71","AUT","Austria","_T",2009,256670.97,"A","Normal value","EUR","Euro",-2.18882869326188
"72","AUT","Austria","_T",2010,263633.49,"A","Normal value","EUR","Euro",2.71262464937113
"73","AUT","Austria","_T",2011,276404,"A","Normal value","EUR","Euro",4.84403935175308
"74","AUT","Austria","_T",2012,283548.23,"A","Normal value","EUR","Euro",2.58470572061185
"75","AUT","Austria","_T",2013,288624.22,"A","Normal value","EUR","Euro",1.79016811355161
"76","AUT","Austria","_T",2014,297230.17,"A","Normal value","EUR","Euro",2.98171442438199
"77","AUT","Austria","_T",2015,307037.68,"A","Normal value","EUR","Euro",3.29963475780403
"78","AUT","Austria","_T",2016,318952.72,"A","Normal value","EUR","Euro",3.88064422581619
"79","AUT","Austria","_T",2017,329416.81,"A","Normal value","EUR","Euro",3.28076524947021
"80","AUT","Austria","_T",2018,344266.93,"A","Normal value","EUR","Euro",4.50800309795969
"81","AUT","Austria","_T",2019,354912.53,"A","Normal value","EUR","Euro",3.09225170131794
"82","AUT","Austria","_T",2020,341842.08,"A","Normal value","EUR","Euro",-3.6827243039292
"83","AUT","Austria","_T",2021,362447.11,"A","Normal value","EUR","Euro",6.02764586501462
"84","AUT","Austria","_T",2022,400849.77,"A","Normal value","EUR","Euro",10.5953831443159
"85","BEL","Belgium","_T",1995,189742.8,"A","Normal value","EUR","Euro",NA
"86","BEL","Belgium","_T",1996,192228.5,"A","Normal value","EUR","Euro",1.31003653366558
"87","BEL","Belgium","_T",1997,200615.9,"A","Normal value","EUR","Euro",4.36324478420213
"88","BEL","Belgium","_T",1998,208114.5,"A","Normal value","EUR","Euro",3.73778947730464
"89","BEL","Belgium","_T",1999,216177.4,"A","Normal value","EUR","Euro",3.87426152430513
"90","BEL","Belgium","_T",2000,228625.4,"A","Normal value","EUR","Euro",5.75823374691341
"91","BEL","Belgium","_T",2001,236804.2,"A","Normal value","EUR","Euro",3.57738029107878
"92","BEL","Belgium","_T",2002,244560.7,"A","Normal value","EUR","Euro",3.27549089078657
"93","BEL","Belgium","_T",2003,251865.8,"A","Normal value","EUR","Euro",2.98702939597408
"94","BEL","Belgium","_T",2004,264845.4,"A","Normal value","EUR","Euro",5.15337929961116
"95","BEL","Belgium","_T",2005,276828.7,"A","Normal value","EUR","Euro",4.52463965770219
"96","BEL","Belgium","_T",2006,290022.6,"A","Normal value","EUR","Euro",4.7660881982251
"97","BEL","Belgium","_T",2007,306588.9,"A","Normal value","EUR","Euro",5.71207209369203
"98","BEL","Belgium","_T",2008,313984,"A","Normal value","EUR","Euro",2.41205731844825
"99","BEL","Belgium","_T",2009,309511.7,"A","Normal value","EUR","Euro",-1.42437194251936
"100","BEL","Belgium","_T",2010,324347,"A","Normal value","EUR","Euro",4.7931305989402
"101","BEL","Belgium","_T",2011,336110.2,"A","Normal value","EUR","Euro",3.6267330975776
"102","BEL","Belgium","_T",2012,345068.6,"A","Normal value","EUR","Euro",2.66531631589876
"103","BEL","Belgium","_T",2013,350968.6,"A","Normal value","EUR","Euro",1.709804948929
"104","BEL","Belgium","_T",2014,360582.4,"A","Normal value","EUR","Euro",2.73921940595257
"105","BEL","Belgium","_T",2015,373301.6,"A","Normal value","EUR","Euro",3.52740455440974
"106","BEL","Belgium","_T",2016,384032.7,"A","Normal value","EUR","Euro",2.8746461306354
"107","BEL","Belgium","_T",2017,397034.3,"A","Normal value","EUR","Euro",3.38554503301411
"108","BEL","Belgium","_T",2018,410200.8,"A","Normal value","EUR","Euro",3.31621222650033
"109","BEL","Belgium","_T",2019,427346.3,"A","Normal value","EUR","Euro",4.17978219447646
"110","BEL","Belgium","_T",2020,413620.9,"A","Normal value","EUR","Euro",-3.21177461931927
"111","BEL","Belgium","_T",2021,453019.9,"A","Normal value","EUR","Euro",9.52538907003974
"112","BEL","Belgium","_T",2022,497016.1,"P","Provisional value","EUR","Euro",9.71175879911676
"113","BGR","Bulgaria","_T",1995,1178.546,"A","Normal value","BGN","Bulgarian lev",NA
"114","BGR","Bulgaria","_T",1996,2006.421,"A","Normal value","BGN","Bulgarian lev",70.2454549928471
"115","BGR","Bulgaria","_T",1997,17384.687,"A","Normal value","BGN","Bulgarian lev",766.45260391513
"116","BGR","Bulgaria","_T",1998,23585.464,"A","Normal value","BGN","Bulgarian lev",35.6680393498025
"117","BGR","Bulgaria","_T",1999,22213.215,"A","Normal value","BGN","Bulgarian lev",-5.8181980223073
"118","BGR","Bulgaria","_T",2000,24655.486,"A","Normal value","BGN","Bulgarian lev",10.9946759170161
"119","BGR","Bulgaria","_T",2001,27291.589,"A","Normal value","BGN","Bulgarian lev",10.6917503066052
"120","BGR","Bulgaria","_T",2002,30312.883,"A","Normal value","BGN","Bulgarian lev",11.0704217332307
"121","BGR","Bulgaria","_T",2003,31973.045,"A","Normal value","BGN","Bulgarian lev",5.47675389371574
"122","BGR","Bulgaria","_T",2004,35284.842,"A","Normal value","BGN","Bulgarian lev",10.3580906979614
"123","BGR","Bulgaria","_T",2005,39985.885,"A","Normal value","BGN","Bulgarian lev",13.3231232833634
"124","BGR","Bulgaria","_T",2006,45249.165,"A","Normal value","BGN","Bulgarian lev",13.1628448388725
"125","BGR","Bulgaria","_T",2007,53865.637,"A","Normal value","BGN","Bulgarian lev",19.0422784597241
"126","BGR","Bulgaria","_T",2008,61247.218,"A","Normal value","BGN","Bulgarian lev",13.7036920216872
"127","BGR","Bulgaria","_T",2009,63592.188,"A","Normal value","BGN","Bulgarian lev",3.82869634993054
"128","BGR","Bulgaria","_T",2010,65357.402,"A","Normal value","BGN","Bulgarian lev",2.77583466698771
"129","BGR","Bulgaria","_T",2011,70806.783,"A","Normal value","BGN","Bulgarian lev",8.33781765070771
"130","BGR","Bulgaria","_T",2012,71898.846,"A","Normal value","BGN","Bulgarian lev",1.54231410287346
"131","BGR","Bulgaria","_T",2013,70901.647,"A","Normal value","BGN","Bulgarian lev",-1.38694715628678
